2024-02-03 10:07:54 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-02-03 10:07:54 [main] INFO  com.df.DashForgeApplication - Starting DashForgeApplication using Java 17.0.9 with PID 13244 (D:\data\code\my-works\DashForgeAdmin\dash-forge-admin\target\classes started by Administrator in D:\data\code\my-works\DashForgeAdmin)
2024-02-03 10:07:54 [main] INFO  com.df.DashForgeApplication - The following 1 profile is active: "dev"
2024-02-03 10:08:50 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-02-03 10:08:50 [main] INFO  com.df.DashForgeApplication - Starting DashForgeApplication using Java 17.0.9 with PID 5156 (D:\data\code\my-works\DashForgeAdmin\dash-forge-admin\target\classes started by Administrator in D:\data\code\my-works\DashForgeAdmin)
2024-02-03 10:08:50 [main] INFO  com.df.DashForgeApplication - The following 1 profile is active: "dev"
2024-02-03 10:09:27 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-02-03 10:09:27 [main] INFO  com.df.DashForgeApplication - Starting DashForgeApplication using Java 17.0.9 with PID 14752 (D:\data\code\my-works\DashForgeAdmin\dash-forge-admin\target\classes started by Administrator in D:\data\code\my-works\DashForgeAdmin)
2024-02-03 10:09:27 [main] INFO  com.df.DashForgeApplication - The following 1 profile is active: "dev"
2024-02-03 10:10:17 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-02-03 10:10:17 [main] INFO  com.df.DashForgeApplication - Starting DashForgeApplication using Java 17.0.9 with PID 11400 (D:\data\code\my-works\DashForgeAdmin\dash-forge-admin\target\classes started by Administrator in D:\data\code\my-works\DashForgeAdmin)
2024-02-03 10:10:17 [main] INFO  com.df.DashForgeApplication - The following 1 profile is active: "dev"
2024-02-03 10:10:42 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-02-03 10:10:42 [main] INFO  com.df.DashForgeApplication - Starting DashForgeApplication using Java 17.0.9 with PID 14120 (D:\data\code\my-works\DashForgeAdmin\dash-forge-admin\target\classes started by Administrator in D:\data\code\my-works\DashForgeAdmin)
2024-02-03 10:10:42 [main] INFO  com.df.DashForgeApplication - The following 1 profile is active: "dev"
2024-02-03 10:11:15 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-02-03 10:11:15 [main] INFO  com.df.DashForgeApplication - Starting DashForgeApplication using Java 17.0.9 with PID 15332 (D:\data\code\my-works\DashForgeAdmin\dash-forge-admin\target\classes started by Administrator in D:\data\code\my-works\DashForgeAdmin)
2024-02-03 10:11:15 [main] INFO  com.df.DashForgeApplication - The following 1 profile is active: "dev"
2024-02-03 10:11:21 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2024-02-03 10:14:33 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-02-03 10:14:33 [main] INFO  com.df.DashForgeApplication - Starting DashForgeApplication using Java 17.0.9 with PID 13068 (D:\data\code\my-works\DashForgeAdmin\dash-forge-admin\target\classes started by Administrator in D:\data\code\my-works\DashForgeAdmin)
2024-02-03 10:14:33 [main] INFO  com.df.DashForgeApplication - The following 1 profile is active: "dev"
2024-02-03 10:14:40 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2024-02-03 10:14:40 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2024-02-03 10:14:41 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2024-02-03 10:14:41 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@7fce1069
2024-02-03 10:14:41 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2024-02-03 10:14:41 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2024-02-03 10:14:41 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2024-02-03 10:14:44 [main] INFO  c.d.common.json.config.JacksonConfig - 初始化 jackson 配置
2024-02-03 10:14:44 [main] INFO  c.df.common.redis.config.RedisConfig - 初始化 redis 配置
2024-02-03 10:14:44 [main] INFO  org.redisson.Version - Redisson 3.24.3
2024-02-03 10:14:49 [main] INFO  c.d.c.core.config.ThreadPoolConfig - ====关闭后台任务任务线程池====
2024-02-03 10:14:49 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource start closing ....
2024-02-03 10:14:49 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Shutdown initiated...
2024-02-03 10:14:50 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Shutdown completed.
2024-02-03 10:14:50 [main] INFO  c.b.d.d.d.DefaultDataSourceDestroyer - dynamic-datasource close the datasource named [master] success,
2024-02-03 10:14:50 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource all closed success,bye
2024-02-03 10:16:43 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-02-03 10:16:43 [main] INFO  com.df.DashForgeApplication - Starting DashForgeApplication using Java 17.0.9 with PID 7308 (D:\data\code\my-works\DashForgeAdmin\dash-forge-admin\target\classes started by Administrator in D:\data\code\my-works\DashForgeAdmin)
2024-02-03 10:16:43 [main] INFO  com.df.DashForgeApplication - The following 1 profile is active: "dev"
2024-02-03 10:16:51 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2024-02-03 10:16:51 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2024-02-03 10:16:51 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2024-02-03 10:16:52 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@60c8909a
2024-02-03 10:16:52 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2024-02-03 10:16:52 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2024-02-03 10:16:52 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2024-02-03 10:16:55 [main] INFO  c.d.common.json.config.JacksonConfig - 初始化 jackson 配置
2024-02-03 10:16:56 [main] INFO  c.df.common.redis.config.RedisConfig - 初始化 redis 配置
2024-02-03 10:16:56 [main] INFO  org.redisson.Version - Redisson 3.24.3
2024-02-03 10:16:56 [redisson-netty-2-6] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.100.122/192.168.100.122:6379
2024-02-03 10:16:57 [redisson-netty-2-3] INFO  o.r.c.pool.MasterConnectionPool - 8 connections initialized for 192.168.100.122/192.168.100.122:6379
2024-02-03 10:17:00 [main] INFO  io.undertow - starting server: Undertow - 2.3.10.Final
2024-02-03 10:17:00 [main] INFO  org.xnio - XNIO version 3.8.8.Final
2024-02-03 10:17:00 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.8.Final
2024-02-03 10:17:00 [main] INFO  org.jboss.threads - JBoss Threads version 3.5.0.Final
2024-02-03 10:17:00 [main] INFO  com.df.DashForgeApplication - Started DashForgeApplication in 17.627 seconds (process running for 18.433)
2024-02-03 10:17:00 [main] INFO  o.d.c.w.l.WebSocketTopicListener - 初始化WebSocket主题订阅监听器成功
2024-02-03 10:17:00 [main] INFO  c.d.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2024-02-03 10:27:17 [SpringApplicationShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.3.10.Final
2024-02-03 10:34:21 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-02-03 10:34:21 [main] INFO  com.df.DashForgeApplication - Starting DashForgeApplication using Java 17.0.9 with PID 8184 (D:\data\code\my-works\DashForgeAdmin\dash-forge-admin\target\classes started by Administrator in D:\data\code\my-works\DashForgeAdmin)
2024-02-03 10:34:21 [main] INFO  com.df.DashForgeApplication - The following 1 profile is active: "dev"
2024-02-03 10:34:31 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2024-02-03 10:34:31 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2024-02-03 10:34:31 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2024-02-03 10:34:32 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@767cc126
2024-02-03 10:34:32 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2024-02-03 10:34:32 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2024-02-03 10:34:32 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2024-02-03 10:34:34 [main] INFO  c.d.common.json.config.JacksonConfig - 初始化 jackson 配置
